,사업자등록번호,기업접두명,기업명,기업접미명,기업영문명,업종,기업규모,공기업구분,개인법인구분,본점지점구분,국외투자법인여부,벤처기업여부,상장코드,산업코드차수,산업코드1,산업코드2,IND_CD3,공공기관유형,중견기업보호여부,본점기업코드,설립일자,설립구분,상장일자,주요사업내용,국가명,홈페이지URL,대표자명,직원수
3422,1358638107,(주),매니진,,"ManiGene Co., Ltd.",M,2,2,1,1,N,N,,10.0,35119.0,,,0,N,,20131118.0,1,,LED 조명,,,박상준,5.0
3423,6098615774,(주),우림축산,,"Woorim Livestock Co.,Ltd.",M,2,2,1,1,N,N,,10.0,46313.0,,,0,N,,20131115.0,1,,축산물 판매업,,,김원형,3.0
3424,4108682580,(주),진케어,,Jin Care,M,2,2,1,1,N,N,,10.0,21210.0,,,0,N,,20131114.0,1,,의약품 및 의약외품의 제조 및 판매업,,,박인태,4.0
3425,4038175524,(유),녹색세상,,GREEN WORLD CORP.,M,2,2,1,1,N,N,,10.0,46739.0,,,0,N,,20131119.0,4,,"돈모 용해 및 분해제 도,소매업",,,이연우,3.0
3426,5068501182,,삼양연마공업(주)포항직매장,,Sam-Yang Polishing Industry North Sales shop,M,2,2,1,2,N,N,,10.0,23000.0,,,0,N,1573628.0,19781006.0,1,,비금속 광물제품 제조업_x000D_,,,손기락외  1명,
3427,2618103955,(주),수다커뮤니케이션,,SUDA,M,2,2,1,1,N,N,,10.0,71310.0,,,0,N,,20131126.0,1,,"광고대행(사인, 편집)",,,최정윤,2.0
3428,1298684703,(주),티에스포유,,TS4U,M,2,2,1,1,N,N,,10.0,74211.0,,,0,N,,20131112.0,1,,건물관리 및 청소소독 서비스,,,김찬영,24.0
3429,3048129247,(주),부림산업개발,,"Burim Industrial Development Co., Ltd.",M,2,2,1,1,N,N,,10.0,42411.0,,,0,N,,20131120.0,1,,도장 공사업,,,이미희,8.0
3430,4038156148,(주),유원전력조명,,youwon,M,2,2,1,1,N,N,,10.0,46432.0,,,0,N,,20091023.0,1,,"전기제품, 행사대행 외",,,조병옥,6.0
3431,2248522209,(주),세라믹월드,,"Ceramic World Co.,Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,3680531.0,20091201.0,1,,사무용품_x000D_,,www.chalkboard.kr,장인숙,2.0
3432,3148548119,(유),한성엘시티엘리베이터,,Hanseong L City Elevator,M,2,2,1,2,N,N,,10.0,34019.0,,,0,N,3850971.0,20100910.0,4,,"승강기보수업,기계식주차장치보수 서비스업",,,김은관외  1명,0.0
3433,4168517417,,회명애쉬랜드(주)순천지점,,"Hoimyung Aeswi Land Suncheon Branch Co., Ltd.",M,2,2,1,2,N,N,,10.0,24300.0,,,0,N,1157852.0,19880401.0,1,,금속 주조업_x000D_,,www.drewkorea.co.kr,한창민,7.0
3434,6108533474,,회명애쉬랜드(주)울산지점,,"Hoimyung Aeswi Land Ulsan Branch Co., Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,1157852.0,19880401.0,1,,,,www.drewkorea.co.kr,한창민,4.0
3435,4098531823,(주),가람이앤씨(광주지점),,Garam ENC,M,2,2,1,2,N,N,,10.0,26111.0,,,0,N,2912242.0,20071214.0,1,,"제조,반도체,집적회로",,,김성수,4.0
3436,3118512849,(주),그린이엔지예산지점,,Green ENG Yesan Branch,M,2,2,1,2,N,N,,10.0,,,,0,N,4080546.0,20120217.0,1,,,,,박덕규,12.0
3437,5158513251,,선푸드(주)경북지사,,Sun Food,M,2,2,1,2,N,N,,10.0,,,,0,N,5844425.0,20130301.0,1,,,,,공영선,2.0
3438,6108621198,,성한종합건설,(주),SUNG HAN CONSIRUCTION,M,2,2,1,1,N,N,,10.0,41000.0,,,0,N,,20130507.0,1,,건축공사,,,문건주,8.0
3439,1078550147,(주),블루인더스,,"Blue Indus Co.,Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,3196050.0,20081031.0,1,,,,,박향남외  1명,2.0
3440,1308557553,(주),한소닉,,"Hansonic Co., Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,2224134.0,20040206.0,1,,,,www.hansonic.com,김성태,11.0
3441,6158530491,(주),가양김해지점,,Gayanggimhae Branch,M,2,2,1,2,N,N,,10.0,,,,0,N,4021076.0,20110711.0,1,,,,,김명인,1.0
3442,6218532932,(주),가양디자인,,"Gayang Design Co.,Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,4021076.0,20110711.0,1,,,,,김명인,0.0
3443,1278557519,,두성에코(주)포천지점,,"Do Seong Echo Pocheon Branch Co., Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,4180250.0,20121115.0,1,,,,,박종석,4.0
3444,4018518068,,회명애쉬랜드(주)군산,,"Hoimyung Aeswi Land Gunsan Co., Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,1157852.0,19880401.0,1,,,,www.drewkorea.co.kr,한창민,3.0
3445,1268555556,(주),정선레미콘광주공장,,Jeongseon Remicon Gwangju Factory,M,2,2,1,2,N,N,,10.0,23320.0,,,0,N,2723502.0,20020801.0,1,,"제조,모르타르,레미콘",,,김종욱,20.0
3446,1268511669,(주),덕일기공,,"Dukil Engineering Co.,Ltd.",M,2,2,1,2,N,N,,10.0,25120.0,,,0,N,1925512.0,19930701.0,1,,"산업용 난방보일러, 금속탱크 및 유사 용기 제조업_x000D_",,www.dukil.co.kr,김대선,8.0
3447,5038528498,(주),스타라이팅경북지사,,Star Lighting Gyeogbuk Branch,M,2,2,1,2,N,N,,10.0,28423.0,,,0,N,3204960.0,20081215.0,1,,,,www.starlighting.kr,이재용,17.0
3448,5038529987,,더블유아이케이중부,(주),"WIK Jungbu Co., Ltd.",M,2,2,1,2,N,N,,10.0,,,,0,N,1948633.0,19990222.0,1,,,,,전영우,19.0
3449,1238639933,(주),아이에스티소프트,,"IST Soft Co., Ltd.",M,2,2,1,1,N,N,,10.0,58200.0,,,0,N,,20130905.0,1,,소프트웨어 자문 개발 및 공급업,,www.istsoft.co.kr,임상택,6.0
3450,2208537224,,한국지케이엔,(주),GKN Driveline Korea Ltd.,M,2,2,1,2,N,N,,10.0,30391.0,,,0,N,1696229.0,19960801.0,1,,,,,네오춘키앗,11.0
3451,4038520686,(주),신일석재산업낭산장암지점,,Shinil Stone Industry Nangsanjangam Branch,M,2,2,1,2,N,N,,10.0,23919.0,,,0,N,2207256.0,20010801.0,1,,"제조,성형가공석제및석제품",,,신일,4.0
3452,2098157851,,삼우주택,(주),"Samwoo Housing Co., Ltd.",M,2,2,1,1,N,N,,10.0,68121.0,,,0,N,,20130114.0,1,,1. 토목 공사업,,,김진도,5.0
3453,1318548076,(주),진명프리텍제이공장,,Jinmyeong Pre Tech 2nd Factory,M,2,2,1,2,N,N,,10.0,29000.0,,,0,N,1293003.0,20130101.0,1,,기계부속 제조업,,www.jmft.co.kr,홍성덕,23.0
3454,5038530131,(주),솔리드이엔지대구지사,,Solid ENG Daegu Branch,M,2,2,1,2,N,N,,10.0,,,,0,N,2609834.0,20030728.0,1,,,,www.solideng.co.kr,용석균외  1명,82.0
3455,3108511885,,케이넷(주)청양공장,,K Net,M,2,2,1,2,N,N,,10.0,,,,0,N,1951953.0,20130115.0,1,,,,,서성남외 1명,1.0
3456,5148186087,,선푸드,(주),Sun Food Co. Ltd,M,2,2,1,1,N,N,,10.0,46311.0,,,0,N,,20130301.0,1,,농수축산물 도.소매업,,,백영숙,3.0
3457,5088134866,,효성건설,(주),hyosung,M,2,2,1,1,N,N,,10.0,42500.0,,,0,N,,20130130.0,1,,건설업,,,진유숙,5.0
3458,5068183060,(주),임영건설,,"Imyoung Construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,42201.0,,,0,N,,20130218.0,1,,상하수도공사업,,,최연순,1.0
3459,4088185857,,강호조경,(주),Kangho Landscape Architecture,M,2,2,1,1,N,N,,10.0,41226.0,,,0,N,,20100405.0,1,,조경식재공사,,-,남현우,2.0
3460,4088194128,(주),미래환경연구원,,Mirae environment institute,M,2,2,1,1,N,N,,10.0,72122.0,,,0,N,,20120103.0,1,,석면조사,,,김주해,4.0
3461,4098195095,,초지영농조합법인,,Choji Farming Association,M,2,2,1,1,N,N,,10.0,46310.0,,,0,N,,20070301.0,5,,신선식품 및 단순 가공식품 도매업_x000D_,,,김창중,0.0
3462,6058537537,(주),시소아이티부산지사,,Shiso IT Busan Branch,M,2,2,1,2,N,N,,10.0,,,,0,N,1319935.0,20020902.0,1,,,,www.sysoit.com,노상호,20.0
3463,1108509227,(주),와이비엘(지점),,"YBL. CO.,LTD.",M,2,2,1,2,N,N,,10.0,,,,0,N,1375644.0,19980701.0,1,,,,www.ybl.co.kr,김동원외  1명,85.0
3464,1428502385,(주),로터스엔지니어링,,"LOTUS ENGINEERING CO.,LTD.",M,2,2,1,2,N,N,,,,,,0,N,1881069.0,19990705.0,1,,폐수처리장치등_x000D_,,,왕성현외  1명,15.0
3465,1258527867,(주),에어릭스안성공장,,"AERIX CO.,LTD.",M,2,2,1,2,N,N,,10.0,13992.0,,,0,N,2819075.0,20070628.0,1,,섬유부직포 및 펠트 제조업,,,최종영,18.0
3466,1068703188,(주),이든씨앤아이,,E Deun C&I,M,2,2,1,1,N,N,,10.0,26310.0,,,0,N,,20131129.0,1,,"컴퓨터 및 주변기기, 정보통신기기 제조 및 도소매업",,edncni.co.kr,안성호,9.0
3467,1308687428,(주),로이테크,,Roi Tech,M,2,2,1,1,N,N,,10.0,28909.0,,,0,N,,20131128.0,1,,"전기,전자 제조업",,,장이수,20.0
3468,1258617600,(주),기가이엔지,,"Giga ENG Co., Ltd.",M,2,2,1,1,N,N,,10.0,29271.0,,,0,N,,20131127.0,1,,"반도체, LCD 장비제조업",,www.kigaeng.com,백기동,16.0
3469,1388188877,(주),디에스티시스템,,"DST System Co.,Ltd.",M,2,2,1,1,N,Y,,10.0,29280.0,,,0,N,,20131126.0,1,,"레이저가공장비, 산업용로봇",,www.dstsystem.co.kr,강석희외 1명,12.0
3470,1268672187,(주),푸드팜인터내셔날,,foodfarminternational,M,2,2,1,1,N,N,,10.0,46312.0,,,0,N,,20131203.0,1,,축산물,,,최중환,10.0
3471,1358638238,(주),브이앤아이솔루션,,"VNI SOLUTION CO., Ltd.",M,2,2,1,1,N,N,,10.0,29271.0,,,0,N,,20131127.0,1,,"오엘이디(OLED), 엘씨디(LCD) 반도체 장비 제조업",,vni-s.com,마크리,2.0
3472,4188147544,(주),그린바이오,,"Greenbio Co., Ltd.",M,2,2,1,1,N,N,,10.0,20499.0,,,0,N,,20131127.0,1,,친환경바이오스톤한방 신물질 및 제조판매업,,,오대광,3.0
3473,1278652603,(주),큐,,Kyu,M,2,2,1,1,N,N,,10.0,16212.0,,,0,N,,20131127.0,1,,"체조, 육상 및 체력단련용 장비 제조업",,www.q22.co.kr,한각수,13.0
3474,1148713391,,킨앤파트너스,(주),"KEEN & PARTNERS Co., Ltd.",M,2,2,1,1,N,N,,10.0,71531.0,,,0,N,,20131204.0,1,,숙박업,,www.keennpartners.com,김문호,10.0
3475,2618104600,(주),노태그,,"NOTAG CO., LTD.",M,2,2,1,1,N,N,,10.0,46800.0,46100.0,,0,N,,20131205.0,1,,"문구, 리빙소품, 패션잡화, 유아용품, 여행용품 등",,www.notaggroup.com,최웅,10.0
3476,1198680850,(주),케이엘피넷,,"KLP Net Co., Ltd.",M,2,2,1,1,N,N,,10.0,62090.0,,,0,N,,20131209.0,1,,정보통신 시스템 구축 및 유지관리,,www.klpnet.co.kr,박범철,22.0
3477,1438117224,,영진정공,(주),"YOUNGJIN CO.,LTD.",M,2,2,1,1,N,N,,10.0,25113.0,,,0,N,,20131205.0,1,,"STEEL GANG FORM, 조립식 작업대, 자동차용 파레트",,,송명준,11.0
3478,5038610092,(주),에쓰오솔라텍,,S O Solar Tek,M,2,2,1,1,N,N,,10.0,41225.0,,,0,N,,20131203.0,1,,태양광 구조물 시설업,,,서정민,11.0
3479,4078128469,(주),엔오에프,,"NOF Co., Ltd.",M,2,2,1,1,N,N,,10.0,11209.0,,,0,N,,20131205.0,1,,혼합음료 제조 판매,,,조재율,3.0
3480,1138678680,(주),에이치사이언스,,"H Science Co., Ltd.",M,2,2,1,1,N,N,,10.0,46599.0,,,0,N,,20131211.0,1,,"기계, 기계공구, 기계부품, 잡자재 도소매업",,,김동원,0.0
3481,1048652653,(주),케이시엠모터스,,"K Shi M Motors Co., Ltd.",M,2,2,1,1,N,Y,,10.0,75210.0,,,0,N,,20131211.0,1,,국외여행업(국외여행알선업),,www.kcml.kr,우제민,29.0
3482,2128607497,(주),동암메디팜,,Dongam Medifarm,M,2,2,1,1,N,N,,10.0,46441.0,,,0,N,,20131212.0,1,,의약품도매업,,,송재형,10.0
3483,2618104783,(주),쥬빌리브라이드,,Jyu Believe Ra E Deu,M,2,2,1,1,N,N,,10.0,14112.0,,,0,N,,20131213.0,1,,웨딩드레스 제작업,,www.jubileebride.co.kr,이은숙,7.0
3484,3148654578,(주),바로소프트,,"BaroSoft Co.,Ltd.",M,2,2,1,1,N,N,,10.0,58221.0,,,0,N,,20131218.0,1,,연계환경 구축 및 기능개발,,,최미애,7.0
3485,6158605719,(주),청명에너텍,,"Cheongmyeong Enertech Co., Ltd.",M,2,2,1,1,N,N,,10.0,42311.0,,,0,N,,20131218.0,1,,전기공사업,,www.cmenertech.com,한석근,13.0
3486,1278652942,(주),엔트론씨앤씨,,ENTRON,M,2,2,1,1,N,N,,10.0,26410.0,,,0,N,,20131224.0,1,,"CCTV, 영상기기, 정보통신공사",,,유순애,7.0
3487,3148534444,(주),대덕바이오디자인,,Daedeok Bio Design,M,2,2,1,2,N,N,,10.0,10749.0,,,0,N,1668260.0,20080921.0,1,,기타 식품 첨가물 제조업_x000D_,,,성창근,
3488,6158531864,,금창경판(주)한림공장,,"Geum Chang Head Co., Ltd.",M,2,2,1,2,N,N,,10.0,29000.0,,,0,N,1991661.0,20131001.0,1,,산업기계 제조업,,,김진욱,15.0
3489,1438504464,(주),지엔에스쏠리텍화성공장,,G.N S Ssolritek Chemical Factory,M,2,2,1,2,N,N,,10.0,35200.0,,,0,N,4038007.0,20131231.0,1,,가스집단공급업,,,공문규,27.0
3490,2618105220,,에쓰엘브이피에프브이,(주),"SLV PFV Co., Ltd.",M,2,2,1,1,Y,N,,10.0,68121.0,,,0,N,,20131230.0,1,,상당한 기간과 금융의 투자가 요구되는 대한민국 서울 송파구 석촌동 소,네덜란드,,이상희,4.0
3491,1208807173,(주),휘닉스커뮤니케이션즈,,"PHOENIX COMMUNICATIONS,  INC.",M,2,2,1,1,N,N,,10.0,71310.0,,,0,N,,20140101.0,1,,광고업무 기획 및 대행,,www.pci.co.kr,강영훈,29.0
3492,2208871392,(주),스타콜라보,,"STAR COLLABO CO.,LTD.",M,2,2,1,1,N,N,,10.0,71530.0,,,0,N,,20140103.0,1,,마케팅 컨설팅,,www.starcollabo.com,김민석,8.0
3493,1348720090,(주),원텍스,,WON TEX,M,2,2,1,1,N,N,,10.0,46741.0,,,0,N,,20140102.0,1,,원사 도소매업,,,나을균,12.0
3494,1388191329,(주),씨케이원,,CK One,M,2,2,1,1,N,N,,10.0,10730.0,,,0,N,,20131230.0,1,,식품관련 수출입업,,,정영준,1.0
3495,1268672644,(주),피앤이이노텍,,"PNE INNOTEC CO,. LTD",M,2,2,1,1,N,Y,,10.0,28114.0,,,0,N,,20140102.0,1,,"에너지 저장장치, 전력변환장치 외",,www.pneinnotec.com,서동조외  1명,51.0
3496,1268672703,,세림종합건설,(주),"Serim General Construction Co., Ltd",M,2,2,1,1,N,N,,10.0,68119.0,,,0,N,,20140102.0,1,,"부동산임대, 매매 및 분양업.",,,유영웅,8.0
3497,3018626514,(주),테크윈에너지,,"TECHWIN ENERGY Co.,Ltd.",M,2,2,1,1,N,N,,10.0,72129.0,,,0,N,,20140102.0,1,,"태양광관련 설계, 제조 및 시공업",,www.techwinenergy.com,김응용,11.0
3498,3038172509,(주),혜성산업개발,,"HYESUNG INDUSTRIAL DEBELOPMENT CO., LTD",M,2,2,1,1,N,N,,10.0,25999.0,,,0,N,,20131220.0,1,,알루미늄폼 등,,www.jsindus.co.kr,차명신,1.0
3499,5068186596,(주),제이티건설,,"JT Construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,42412.0,,,0,N,,20140102.0,1,,실내건축공사업,,,박희주,2.0
3500,6068651956,(주),동원엠하우스,,DONGWONMHOUSE LTD.CO,M,2,2,1,1,N,N,,10.0,15219.0,,,0,N,,20131223.0,1,,신발,,,방진국,76.0
3501,4168194212,(주),유앤에스에셋,,"U&S ASSET CO.,LTD.",M,2,2,1,1,N,N,,10.0,68119.0,,,0,N,,20131226.0,1,,부동산 임대업,,,박경도,0.0
3502,4098642007,(주),전국장어마을,,"Jeonguk Eel Maeul Co., Ltd.",M,2,2,1,1,N,N,,10.0,46315.0,,,0,N,,20131224.0,1,,"수산물유통, 가공 및 도,소매업",,www.장어마을.com,안상영,8.0
3503,4128149976,(유),농업회사법인해광,,Farming Association Haegwang Ltd.,M,2,2,1,1,N,N,,10.0,10000.0,,,0,N,,20140103.0,4,,작목반의 집단재배 및 공동출하에 관한 사업,,,김연석,6.0
3504,1108609511,(주),마이크로발전소,,"My Cro Baljeonso Co.,Ltd.",M,2,2,1,1,N,Y,,10.0,28111.0,,,0,N,,20140107.0,1,,"태양광 발전 시스템 제조,판매 및 유지보수업",,www.microps.co.kr,이기관,15.0
3505,1198682523,(주),디엠케이팩토리,,"DMK Factory Co.,Ltd.",M,2,2,1,1,N,Y,,10.0,58222.0,,,0,N,,20140109.0,1,,모바일 어플리케이션 제작,,dmkfactory.com,박동훈,26.0
3506,1138680075,(주),지코디홀딩스,,G Codi Holdings,M,2,2,1,1,N,N,,10.0,46311.0,,,0,N,,20140113.0,1,,농산물 도매 및 소매업,,,이동후,8.0
3507,1068704232,(주),아다스트리아코리아,,"Adastria Korea Co., Ltd.",M,2,2,1,1,Y,N,,10.0,46742.0,,,0,N,,20140114.0,1,,의복 외,홍콩,nikoand.dot-st.kr,키타무라요시아키,70.0
3508,2068686240,(주),토쿠인터내셔날,,"TOKU INTERNATIONAL CO.,LTD.",M,2,2,1,1,N,N,,10.0,46532.0,,,0,N,,20140121.0,1,,건설기계 수출입업,,,김영덕,2.0
3509,2208872839,(주),에이앤디그룹,,"A&D Group Co.,Ltd.",M,2,2,1,1,N,N,,10.0,68122.0,,,0,N,,20140124.0,1,,부동산개발업,,,이덕영,4.0
3510,1208808546,(주),코크렙더프라임위탁관리부동산투자회사,,Kocref Consignment Management Real Estate Consulting Investment Compan,M,2,2,1,1,N,N,,10.0,68112.0,,,0,N,,20140128.0,1,,이 회사는 그 자산을 부동산투자회사법 제21조 각호에서 규정한 방법으로,,,선호선,0.0
3511,1058797946,(주),씨에쓰인터내셔널,,"C.S.International Co., Ltd.",M,2,2,1,1,N,N,,10.0,72129.0,,,0,N,,20140203.0,1,,발전설비 관련 엔지니어링 서비스업 및 영업컨설팅업,,,김중명,2.0
3512,1228636909,(주),엠제이인터내셔날,,"MJ international.Co., Ltd",M,2,2,1,1,N,N,,10.0,46410.0,,,0,N,,20140122.0,1,,"의류, 잡화 외",,,노희선,5.0
3513,1308688825,(주),아이폭스코리아,,I Fox Korea,M,2,2,1,1,N,N,,10.0,20423.0,,,0,N,,20140106.0,1,,화장품 제조업,,,김성대,46.0
3514,1388190034,(주),성심,,Seongsim,M,2,2,1,1,N,N,,10.0,24229.0,,,0,N,,20140107.0,1,,알루미늄 케이스 제조업,,,정영섭,
3515,1388190373,(주),웰니스업리서치,,"Wellnessup Research Co., Ltd.",M,2,2,1,1,N,N,,10.0,46329.0,,,0,N,,20140120.0,1,,건강기능식품 유통 및 판매업,,,강호경,9.0
3516,1268673376,(주),철수네,,Chulsune,M,2,2,1,1,N,N,,10.0,32011.0,,,0,N,,20140116.0,1,,의료기기 수출입업,,www.cheolsu.co.kr,조인수,11.0
3517,1428167978,(주),그리너스,,"Greeners Co.,Ltd.",M,2,2,1,1,N,N,,10.0,72122.0,,,0,N,,20140128.0,1,,오수처리 시설 설계 및 시공업,,www.greeners.co.kr,김종열,4.0
3518,1438119334,(주),가은테크,,"Gaeun Tech Co., Ltd.",M,2,2,1,1,N,N,,10.0,26299.0,,,0,N,,20140117.0,1,,전자부품 조립 제조업,,,함두경,3.0
3519,1438119197,(주),제이디사인,,JD Sign,M,2,2,1,1,N,N,,10.0,71393.0,,,0,N,,20140121.0,1,,광고기획 제작업무,,,남혜진,6.0
3520,1438118960,,에코그린피아,(주),"Echo Green Pia Co., Ltd.",M,2,2,1,1,N,N,,10.0,29199.0,,,0,N,,20140122.0,1,,산업기계 제조업,,,김현기,10.0
3521,2218145302,(주),호반,,"HOBAN ENGINEERING CO.,LTD.",M,2,2,1,1,N,N,,10.0,42132.0,,,0,N,,20140124.0,1,,철근콘크리트 공사업,,,윤계한,3.0
3522,5158150511,(주),새론건설,,"Saeron Construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,41229.0,,,0,N,,20140106.0,1,,건축공사업,,,이명규,4.0
3523,6218606974,(주),한라라이트,,"Halla Light Co., Ltd.",M,2,2,1,1,N,N,,10.0,28410.0,,,0,N,,20140127.0,1,,전구 제조업,,www.hallalight.com,박기룡,6.0
3524,4108686441,(주),진흥건설,,jin heung,M,2,2,1,1,N,N,,10.0,42132.0,,,0,N,,20140213.0,1,,철근콘크리트공사,,-,박귀열,5.0
3525,6068518284,(주),태상녹산공장,,Taesangnoksan Factory,M,2,2,1,2,N,N,,10.0,25910.0,,,0,N,1931091.0,20040907.0,1,,단조 정밀기계,,,김광표,20.0
3526,6218536170,(주),한미상사동부지점,,Hanmi Sangsa Dongbu Branch,M,2,2,1,2,N,N,,10.0,46333.0,,,0,N,1793155.0,20140115.0,1,,수입담배 도소매,,,최종외 1명,
3527,1448505224,(주),서울고속관광성남지점,,Seoul Express Travel Seongnam Branch,M,2,2,1,2,N,N,,10.0,,,,0,N,1435221.0,19991002.0,1,,,,,정상서,130.0
3528,1408178479,(주),미당푸드,,"Midang Food Co., Ltd.",M,2,2,1,1,N,N,,10.0,46329.0,,,0,N,,20130912.0,1,,도매 및 소매업,,,전영태,2.0
3529,1378545719,,경인환경에너지,(주),,M,2,2,1,2,N,N,,10.0,,,,0,N,5872797.0,20130904.0,1,,,,,한진홍,21.0
3530,4028530648,(주),신창테크전주지점,,Shinchang Tech Jeonju Branch,M,2,2,1,2,N,N,,10.0,,,,0,N,2739306.0,20060828.0,1,,,,,조돈휘,5.0
3531,5038525074,(주),에프티이앤이,,"Finetex EnE, Inc.",M,2,2,1,2,N,N,,10.0,16100.0,,,0,N,1519187.0,19970615.0,1,,"제조,임사,임직,임편직",,www.ftene.com,이종일,11.0
3532,1198528328,(주),우전서울사무소,,"WOOJEON CO., LTD._Seoul Office",M,2,2,1,2,N,N,,10.0,26000.0,,,0,N,1413095.0,20091207.0,1,,전자제품 제조업,,,서유정외  1명,113.0
3533,1198683880,,동해산업,(주),Donghae Industry,M,2,2,1,1,N,N,,10.0,41224.0,,,0,N,,20140212.0,1,,비점오염 저감시설 제조 및 도매업,,www.oilseparator.com,이희근,8.0
3534,2208873838,(주),님블게임즈,,Nimbeul Games,M,2,2,1,1,N,N,,10.0,58222.0,,,0,N,,20140217.0,1,,소프트웨어개발 및 판매업,,,이명섭,5.0
3535,2048648425,(주),양우어패럴,,Yangu Apparel,M,2,2,1,1,N,N,,10.0,46413.0,,,0,N,,20140221.0,1,,"의류, 잡화 도소매업",,,김양순,9.0
3536,2048648556,(주),서연시티,,"Seoyeon City Co., Ltd.",M,2,2,1,1,N,N,,10.0,68122.0,,,0,N,,20140224.0,1,,토목공사업,,,장창화,4.0
3537,1308690753,(주),돈앤우에프씨,,Donaenu FC,M,2,2,1,1,N,N,,10.0,46313.0,,,0,N,,20140221.0,1,,축산물 유통업,,,남태우,6.0
3538,1268675262,(주),리오물류,,"RIO LOGISTICS CO.,LTD.",M,2,2,1,1,N,N,,10.0,46209.0,,,0,N,,20140219.0,1,,"식품 도,소매업",,,송하룡,23.0
3539,1378644978,(주),삼우,,"Samwoo Co.,Ltd",M,2,2,1,1,N,N,,10.0,16299.0,,,0,N,,20140214.0,1,,바닥데크 등,,,박성수,3.0
3540,3018627191,(주),아이웰,,"I-WELL Co.,Ltd",M,2,2,1,1,N,N,,10.0,10799.0,,,0,N,,20140213.0,1,,식품제조업,,www.theiwell.com,조건희,7.0
3541,3018620145,,삼채나라진천삼채영농조합법인,,Samchae Nara Jincheonsamchae Farming Association,M,2,2,1,1,N,N,,10.0,46311.0,,,0,N,,20140213.0,1,,농산물의 유통.가공.판매,,,김선영,7.0
3542,5038611446,(주),부건,,"BUGEON CO.,LTD.",M,2,2,1,1,N,N,,10.0,13999.0,,,0,N,,20140201.0,1,,"섬유 도,소매업",,,조종환,11.0
3543,6078613144,(주),청진,,"Chungjin Co., Ltd.",M,2,2,1,1,N,N,,10.0,42412.0,,,0,N,,20140212.0,1,,"일반건축,실내건축공사업",,,이명환,
3544,1428162804,(주),화인에어텍,,"fineairtec Co., Ltd.",M,2,2,1,1,N,N,,10.0,41100.0,,,0,N,,20130910.0,1,,공기조화기 제작 및 설치,,www.fat.or.kr,박영상,8.0
3545,3148651023,(주),트리시아에셋,,"trisia asset Co., Ltd.",M,2,2,1,1,N,N,,10.0,55101.0,,,0,N,,20130909.0,1,,"부동산개발, 시행, 분양업",,,김건우,6.0
3546,5038608524,(주),위너텍스,,Winner Tex,M,2,2,1,1,N,N,,10.0,13993.0,,,0,N,,20130828.0,1,,"섬유제조,코팅 및 가공업",,,여성근,14.0
3547,5028627149,(주),비앤아이,,B&I,M,2,2,1,1,N,N,,10.0,46413.0,,,0,N,,20130904.0,1,,"의류, 잡화 도,소매업",,,이재선,3.0
3548,6218604734,(주),경영하이텍,,Management Hi-Tech,M,2,2,1,1,N,N,,10.0,29199.0,,,0,N,,20130904.0,1,,일반산업기계 제작업,,,박묘신,5.0
3549,6038185355,(주),대원이엔지,,"Daewon ENG Co., Ltd.",M,2,2,1,1,N,N,,10.0,46109.0,,,0,N,,20130913.0,1,,수출입 주선 및 알선업,,,김성두,
3550,1078541309,(주),리오엘리서울지점,,Ri O.L Ri Seoul Branch,M,2,2,1,2,N,N,,10.0,46443.0,,,0,N,1691373.0,20091229.0,1,,"화장품, 무역 도소매업",,,문주성,
3551,2068687666,,트라움종합건설,(주),"Traum construction Co., Ltd.",M,2,2,1,1,N,N,,10.0,41100.0,,,0,N,,20140227.0,1,,실내건축공사업,,www.traumtown.com,조왕래,7.0
3552,1318657795,(주),에스크,,"A.S.K Co.,Ltd.",M,2,2,1,1,N,N,,10.0,41111.0,,,0,N,,20140227.0,1,,일반주택 및 고급빌라 건설업,,,김민서,3.0
3553,1318657932,(주),강산테크,,"KANG SAN TECH CO., LTD.",M,2,2,1,1,N,Y,,10.0,29299.0,,,0,N,,20140304.0,1,,자동화기계,,-,강순구,5.0
3554,1308690641,(주),보일호통상,,"Boilho Trades Co.,Ltd",M,2,2,1,1,N,N,,10.0,46532.0,,,0,N,,20140304.0,1,,"PC, 사무용가구류, 소프트웨어, 계측기, 기계류, 화장품류",,,윤준호,8.0
3555,6158607226,(주),네오메탈플러스,,"Neo Metal Plus Co.,Ltd",M,2,2,1,1,N,N,,10.0,25999.0,,,0,N,,20140226.0,1,,"철판, 비철금속판 제조업",,www.neometalplus.com,최해주,8.0
3556,2648131085,(주),에스큐엘,,"SQL Co., Ltd.",M,2,2,1,1,N,N,,10.0,46000.0,,,0,N,,20140305.0,1,,산업용재화 무역업,,,조호원,47.0
